Origin_Airport,Origin_City,Origin_State,Origin_Country,Destination_Airport,Destination_City,Destination_State,Destination_Country,Airline Name,delay
George Bush Intercontinental,Houston,TX,USA,Chicago O'Hare International,Chicago,IL,USA,Continental Air Lines Inc.,41208
Phoenix Sky Harbor International,Phoenix,AZ,USA,Seattle-Tacoma Intl,Seattle,WA,USA,Alaska Airlines Inc.,41046
Lincoln Municipal,Lincoln,NE,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,40832
Newark Intl,Newark,NJ,USA,Charlotte/Douglas International,Charlotte,NC,USA,Expressjet Airlines Inc.,40744
John F Kennedy Intl,New York,NY,USA,Los Angeles International,Los Angeles,CA,USA,American Airlines Inc.,40740
City of Colorado Springs Muni,Colorado Springs,CO,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,40678
Ontario International,Ontario,CA,USA,Los Angeles International,Los Angeles,CA,USA,Skywest Airlines Inc.,40594
LaGuardia,New York,NY,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,40512
Gallatin,Bozeman,MT,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Skywest Airlines Inc.,40439
Orlando International,Orlando,FL,USA,John F Kennedy Intl,New York,NY,USA,JetBlue Airways,40410
George Bush Intercontinental,Houston,TX,USA,LaGuardia,New York,NY,USA,Continental Air Lines Inc.,40182
Raleigh-Durham International,Raleigh,NC,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,40152
San Antonio International,San Antonio,TX,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Airlines Inc.,39932
Eppley Airfield,Omaha,NE,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,39930
George Bush Intercontinental,Houston,TX,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,39871
Buffalo Niagara Intl,Buffalo,NY,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,39781
Buffalo Niagara Intl,Buffalo,NY,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Expressjet Airlines Inc.,39608
Baltimore-Washington International,Baltimore,MD,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,39588
Palm Springs International,Palm Springs,CA,USA,San Francisco International,San Francisco,CA,USA,Alaska Airlines Inc.,39556
Seattle-Tacoma Intl,Seattle,WA,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,39502
Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,39474
Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,39366
Santa Barbara Municipal,Santa Barbara,CA,USA,Los Angeles International,Los Angeles,CA,USA,Skywest Airlines Inc.,39334
Bangor International,Bangor,ME,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,39254
City of Colorado Springs Muni,Colorado Springs,CO,USA,Denver Intl,Denver,CO,USA,Skywest Airlines Inc.,39212
Seattle-Tacoma Intl,Seattle,WA,USA,San Francisco International,San Francisco,CA,USA,United Air Lines Inc.,39074
Chicago O'Hare International,Chicago,IL,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,39058
Bradley International,Windsor Locks,CT,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,39043
Westchester Cty,White Plains,NY,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,38992
Raleigh-Durham International,Raleigh,NC,USA,John F Kennedy Intl,New York,NY,USA,Comair Inc.,38850
Phoenix Sky Harbor International,Phoenix,AZ,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,38796
Gen Edw L Logan Intl,Boston,MA,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,38761
Eppley Airfield,Omaha,NE,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,38750
Cleveland-Hopkins Intl,Cleveland,OH,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,38748
Capital,Springfield,IL,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,38704
Port Columbus Intl,Columbus,OH,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,38690
McCarran International,Las Vegas,NV,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,38688
Alexandria International,Alexandria,LA,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,38571
Los Angeles International,Los Angeles,CA,USA,Denver Intl,Denver,CO,USA,United Air Lines Inc.,38564
Gen Edw L Logan Intl,Boston,MA,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,38524
Newark Intl,Newark,NJ,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Expressjet Airlines Inc.,38498
Bush,Augusta,GA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,38445
Baltimore-Washington International,Baltimore,MD,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,38437
Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,Chicago O'Hare International,Chicago,IL,USA,Mesa Airlines Inc.,38436
McCarran International,Las Vegas,NV,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,38428
Will Rogers World,Oklahoma City,OK,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,38328
Chicago O'Hare International,Chicago,IL,USA,Philadelphia Intl,Philadelphia,PA,USA,United Air Lines Inc.,38324
Daytona Beach International,Daytona Beach,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,38284
Gen Edw L Logan Intl,Boston,MA,USA,Philadelphia Intl,Philadelphia,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),38282
George Bush Intercontinental,Houston,TX,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,38228
Dane County Regional,Madison,WI,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,38054
Burbank-Glendale-Pasadena,Burbank,CA,USA,Metropolitan Oakland International,Oakland,CA,USA,Southwest Airlines Co.,37967
Kansas City International,Kansas City,MO,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,37678
Kent County International,Grand Rapids,MI,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,37667
Melbourne International,Melbourne,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,37644
Chicago O'Hare International,Chicago,IL,USA,Los Angeles International,Los Angeles,CA,USA,United Air Lines Inc.,37488
Panama City-Bay County International,Panama City,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,37462
University of Illinois-Willard,Champaign/Urbana,IL,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,37389
Chicago O'Hare International,Chicago,IL,USA,Seattle-Tacoma Intl,Seattle,WA,USA,Alaska Airlines Inc.,37346
Rogue Valley International,Medford,OR,USA,San Francisco International,San Francisco,CA,USA,Skywest Airlines Inc.,37172
Baltimore-Washington International,Baltimore,MD,USA,Gen Edw L Logan Intl,Boston,MA,USA,AirTran Airways Corporation,37160
San Diego International-Lindbergh,San Diego,CA,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,37060
John F Kennedy Intl,New York,NY,USA,Gen Edw L Logan Intl,Boston,MA,USA,Comair Inc.,36970
LaGuardia,New York,NY,USA,Raleigh-Durham International,Raleigh,NC,USA,Comair Inc.,36940
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,36872
Orlando International,Orlando,FL,USA,Philadelphia Intl,Philadelphia,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),36855
Columbia Metropolitan,Columbia,SC,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,36632
Richmond International,Richmond,VA,USA,John F Kennedy Intl,New York,NY,USA,JetBlue Airways,36610
Philadelphia Intl,Philadelphia,PA,USA,Charlotte/Douglas International,Charlotte,NC,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),36562
Raleigh-Durham International,Raleigh,NC,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,36502
Austin Straubel International,Green Bay,WI,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,36424
General Mitchell International,Milwaukee,WI,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,36356
Eglin Air Force Base,Valparaiso,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,36340
Savannah International,Savannah,GA,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,36294
Tallahassee Regional,Tallahassee,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,36218
Phoenix Sky Harbor International,Phoenix,AZ,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,36164
Austin Straubel International,Green Bay,WI,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,35922
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,35900
Raleigh-Durham International,Raleigh,NC,USA,Gen Edw L Logan Intl,Boston,MA,USA,Comair Inc.,35852
Cleveland-Hopkins Intl,Cleveland,OH,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,35789
Nashville International,Nashville,TN,USA,John F Kennedy Intl,New York,NY,USA,Comair Inc.,35742
General Mitchell International,Milwaukee,WI,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,35686
Des Moines International,Des Moines,IA,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,35656
San Antonio International,San Antonio,TX,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,35632
Chicago Midway,Chicago,IL,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,35626
Greenville-Spartanburg,Greer,SC,USA,LaGuardia,New York,NY,USA,Comair Inc.,35614
Indianapolis International,Indianapolis,IN,USA,Newark Intl,Newark,NJ,USA,Expressjet Airlines Inc.,35568
Capital City,Lansing,MI,USA,Chicago O'Hare International,Chicago,IL,USA,Mesa Airlines Inc.,35374
Syracuse-Hancock Intl,Syracuse,NY,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,35284
Portland International Jetport,Portland,ME,USA,John F Kennedy Intl,New York,NY,USA,JetBlue Airways,35216
Kansas City International,Kansas City,MO,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,35180
Buffalo Niagara Intl,Buffalo,NY,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,35136
Amarillo International,Amarillo,TX,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,34928
Pittsburgh International,Pittsburgh,PA,USA,Philadelphia Intl,Philadelphia,PA,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),34846
Fort Wayne International,Fort Wayne,IN,USA,Chicago O'Hare International,Chicago,IL,USA,Skywest Airlines Inc.,34786
Newark Intl,Newark,NJ,USA,Richmond International,Richmond,VA,USA,Expressjet Airlines Inc.,34756
William P Hobby,Houston,TX,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,34707
Manchester,Manchester,NH,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,34610
General Mitchell International,Milwaukee,WI,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,34590
Portland International Jetport,Portland,ME,USA,Washington Dulles International,Chantilly,VA,USA,Independence Air,34438
Cincinnati Northern Kentucky Intl,Covington,KY,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,34384
Chicago O'Hare International,Chicago,IL,USA,Minneapolis-St Paul Intl,Minneapolis,MN,USA,United Air Lines Inc.,34336
Charleston AFB/International,Charleston,SC,USA,Washington Dulles International,Chantilly,VA,USA,Mesa Airlines Inc.,34272
Philadelphia Intl,Philadelphia,PA,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,34266
Detroit Metropolitan-Wayne County,Detroit,MI,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,34225
Midland International,Midland,TX,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,34180
San Diego International-Lindbergh,San Diego,CA,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,34106
Chicago O'Hare International,Chicago,IL,USA,Ronald Reagan Washington National,Arlington,VA,USA,United Air Lines Inc.,34096
Juneau International,Juneau,AK,USA,Seattle-Tacoma Intl,Seattle,WA,USA,Alaska Airlines Inc.,33952
Chicago O'Hare International,Chicago,IL,USA,LaGuardia,New York,NY,USA,United Air Lines Inc.,33928
Seattle-Tacoma Intl,Seattle,WA,USA,Ted Stevens Anchorage International,Anchorage,AK,USA,Alaska Airlines Inc.,33908
George Bush Intercontinental,Houston,TX,USA,Los Angeles International,Los Angeles,CA,USA,Continental Air Lines Inc.,33842
Piedmont Triad International,Greensboro,NC,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,33824
Mobile Regional,Mobile,AL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Delta Air Lines Inc.,33696
John F Kennedy Intl,New York,NY,USA,Gen Edw L Logan Intl,Boston,MA,USA,JetBlue Airways,33694
Los Angeles International,Los Angeles,CA,USA,John F Kennedy Intl,New York,NY,USA,Delta Air Lines Inc.,33683
Orlando International,Orlando,FL,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,33658
Philadelphia Intl,Philadelphia,PA,USA,Orlando International,Orlando,FL,USA,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33626
Tampa International,Tampa,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,AirTran Airways Corporation,33594
San Jose International,San Jose,CA,USA,Seattle-Tacoma Intl,Seattle,WA,USA,Alaska Airlines Inc.,33474
Nashville International,Nashville,TN,USA,Detroit Metropolitan-Wayne County,Detroit,MI,USA,Northwest Airlines Inc.,33444
Memphis International,Memphis,TN,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,AirTran Airways Corporation,33422
San Antonio International,San Antonio,TX,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,33400
William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,33366
Pittsburgh International,Pittsburgh,PA,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,33332
Buffalo Niagara Intl,Buffalo,NY,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,33222
Newark Intl,Newark,NJ,USA,Washington Dulles International,Chantilly,VA,USA,Expressjet Airlines Inc.,33194
George Bush Intercontinental,Houston,TX,USA,San Antonio International,San Antonio,TX,USA,Continental Air Lines Inc.,33126
Dane County Regional,Madison,WI,USA,Chicago O'Hare International,Chicago,IL,USA,Mesa Airlines Inc.,33104
Austin-Bergstrom International,Austin,TX,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,33059
Luis Munoz Marin International,San Juan,PR,USA,Miami International,Miami,FL,USA,American Airlines Inc.,33008
Seattle-Tacoma Intl,Seattle,WA,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,32992
Chicago Midway,Chicago,IL,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,32898
Minneapolis-St Paul Intl,Minneapolis,MN,USA,Chicago O'Hare International,Chicago,IL,USA,American Airlines Inc.,32852
Birmingham International,Birmingham,AL,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,32757
Burbank-Glendale-Pasadena,Burbank,CA,USA,McCarran International,Las Vegas,NV,USA,Southwest Airlines Co.,32697
Detroit Metropolitan-Wayne County,Detroit,MI,USA,Newark Intl,Newark,NJ,USA,Continental Air Lines Inc.,32681
Louisville International-Standiford,Louisville,KY,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,32602
Lubbock International,Lubbock,TX,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Eagle Airlines Inc.,32588
LaGuardia,New York,NY,USA,Jacksonville International,Jacksonville,FL,USA,Comair Inc.,32530
Wichita Mid-Continent,Wichita,KS,USA,Chicago O'Hare International,Chicago,IL,USA,American Eagle Airlines Inc.,32506
William P Hobby,Houston,TX,USA,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,American Eagle Airlines Inc.,32468
Buffalo Niagara Intl,Buffalo,NY,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,32415
Modesto City-County-Harry Sham,Modesto,CA,USA,San Francisco International,San Francisco,CA,USA,Skywest Airlines Inc.,32368
John F Kennedy Intl,New York,NY,USA,Orlando International,Orlando,FL,USA,JetBlue Airways,32352
Richmond International,Richmond,VA,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,32350
Newport News/Williamsburg International,Newport News,VA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,32296
Tallahassee Regional,Tallahassee,FL,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,Atlantic Southeast Airlines,32262
LaGuardia,New York,NY,USA,Miami International,Miami,FL,USA,American Airlines Inc.,32246
San Francisco International,San Francisco,CA,USA,Palm Springs International,Palm Springs,CA,USA,Alaska Airlines Inc.,32206
Sacramento International,Sacramento,CA,USA,Los Angeles International,Los Angeles,CA,USA,Skywest Airlines Inc.,32172
Chicago O'Hare International,Chicago,IL,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,32166
Robert Gray AAF,Killeen,TX,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,32106
Pittsburgh International,Pittsburgh,PA,USA,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,AirTran Airways Corporation,31944
LaGuardia,New York,NY,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,31862
Kansas City International,Kansas City,MO,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,31820
Pittsburgh International,Pittsburgh,PA,USA,John F Kennedy Intl,New York,NY,USA,Comair Inc.,31770
Chicago O'Hare International,Chicago,IL,USA,Seattle-Tacoma Intl,Seattle,WA,USA,United Air Lines Inc.,31768
George Bush Intercontinental,Houston,TX,USA,New Orleans International,New Orleans,LA,USA,Continental Air Lines Inc.,31750
Kent County International,Grand Rapids,MI,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Expressjet Airlines Inc.,31744
Lambert-St Louis International,St Louis,MO,USA,George Bush Intercontinental,Houston,TX,USA,Expressjet Airlines Inc.,31698
McCarran International,Las Vegas,NV,USA,Chicago O'Hare International,Chicago,IL,USA,United Air Lines Inc.,31686
Los Angeles International,Los Angeles,CA,USA,Salt Lake City Intl,Salt Lake City,UT,USA,Delta Air Lines Inc.,31550
Los Angeles International,Los Angeles,CA,USA,Washington Dulles International,Chantilly,VA,USA,United Air Lines Inc.,31548
John F Kennedy Intl,New York,NY,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,31530
Jacksonville International,Jacksonville,FL,USA,Cincinnati Northern Kentucky Intl,Covington,KY,USA,Comair Inc.,31512
John Wayne /Orange Co,Santa Ana,CA,USA,George Bush Intercontinental,Houston,TX,USA,Continental Air Lines Inc.,31476
Manchester,Manchester,NH,USA,Cleveland-Hopkins Intl,Cleveland,OH,USA,Expressjet Airlines Inc.,31462
Los Angeles International,Los Angeles,CA,USA,Denver Intl,Denver,CO,USA,Frontier Airlines Inc.,31434
